row_id,image_id,bbox,category_id,height,width,position,positionName,categoryName,superCategoryName
105,90108,"[214.42, 224.25, 15.94, 32.34]",44,480,640,4,middleCenter,bottle,kitchen
106,530836,"[341.01, 279.53, 17.77, 35.92]",44,464,640,4,middleCenter,bottle,kitchen
107,447169,"[71.3, 0.0, 16.05, 43.93]",44,480,640,0,topLeft,bottle,kitchen
108,177934,"[571.23, 283.43, 9.66, 24.6]",44,480,640,5,middleRight,bottle,kitchen
109,47121,"[77.64, 106.41, 59.08, 145.51]",44,480,640,3,middleLeft,bottle,kitchen
110,229358,"[198.7, 75.65, 17.09, 43.3]",44,423,640,0,topLeft,bottle,kitchen
111,229311,"[365.15, 198.84, 19.94, 64.28]",44,375,500,5,middleRight,bottle,kitchen
112,51598,"[100.66, 319.13, 14.95, 27.29]",44,640,360,3,middleLeft,bottle,kitchen
113,419974,"[176.62, 307.13, 16.0, 55.66]",62,640,426,4,middleCenter,chair,furniture
114,107087,"[101.23, 0.0, 389.27, 393.87]",62,427,640,4,middleCenter,chair,furniture
115,435003,"[235.17, 192.52, 404.83, 229.64]",62,427,640,8,bottomRight,chair,furniture
116,68833,"[405.97, 275.39, 96.7, 161.41]",62,480,640,8,bottomRight,chair,furniture
117,274687,"[413.4, 0.0, 157.76, 253.69]",62,480,640,2,topRight,chair,furniture
118,458768,"[48.65, 252.15, 156.72, 96.3]",63,427,640,6,bottomLeft,couch,furniture
119,216497,"[0.0, 259.11, 118.2, 179.88]",63,480,640,6,bottomLeft,couch,furniture
120,554291,"[443.81, 38.89, 196.19, 201.14]",63,428,640,2,topRight,couch,furniture
121,170099,"[306.7, 247.82, 300.54, 225.67]",63,478,640,8,bottomRight,couch,furniture
122,512476,"[483.37, 183.17, 155.07, 206.55]",63,426,640,8,bottomRight,couch,furniture
123,472046,"[286.51, 228.65, 187.27, 84.17]",63,425,640,4,middleCenter,couch,furniture
124,216497,"[325.82, 238.56, 269.3, 213.79]",67,480,640,8,bottomRight,dining table,furniture
125,529568,"[0.0, 426.95, 229.86, 203.97]",67,640,480,6,bottomLeft,dining table,furniture
126,440475,"[211.81, 274.9, 293.2, 134.27]",67,427,640,7,bottomCenter,dining table,furniture
127,186980,"[15.02, 305.88, 398.13, 323.0]",67,640,457,7,bottomCenter,dining table,furniture
128,221708,"[239.54, 263.8, 205.7, 71.31]",67,640,480,5,middleRight,dining table,furniture
129,17899,"[0.0, 279.53, 480.0, 352.53]",67,640,480,7,bottomCenter,dining table,furniture
130,397133,"[1.0, 240.24, 346.63, 186.76]",67,427,640,6,bottomLeft,dining table,furniture
131,37777,"[79.55, 178.05, 208.36, 48.7]",67,230,352,7,bottomCenter,dining table,furniture
132,182611,"[0.0, 265.91, 478.11, 364.63]",67,640,480,7,bottomCenter,dining table,furniture
133,136355,"[74.35, 249.17, 313.47, 172.81]",67,427,640,7,bottomCenter,dining table,furniture
134,405432,"[1.77, 0.44, 498.23, 374.56]",67,375,500,4,middleCenter,dining table,furniture
135,575970,"[237.25, 257.38, 401.64, 182.82]",67,480,640,8,bottomRight,dining table,furniture
136,525083,"[411.88, 342.35, 203.94, 85.65]",67,428,640,8,bottomRight,dining table,furniture
137,554291,"[3.02, 233.89, 636.98, 194.11]",67,428,640,7,bottomCenter,dining table,furniture
138,426166,"[105.67, 172.78, 149.93, 123.52]",2,332,500,7,bottomCenter,bicycle,vehicle
139,101762,"[41.51, 0.0, 472.89, 344.8]",2,480,640,4,middleCenter,bicycle,vehicle
140,274687,"[2.06, 104.26, 637.94, 370.58]",2,480,640,4,middleCenter,bicycle,vehicle
141,370208,"[62.9, 107.26, 380.65, 228.22]",2,375,500,4,middleCenter,bicycle,vehicle
142,135670,"[196.77, 199.69, 105.06, 173.58]",2,500,375,4,middleCenter,bicycle,vehicle
143,242287,"[19.23, 383.18, 314.5, 244.46]",2,640,426,7,bottomCenter,bicycle,vehicle
144,577932,"[304.48, 358.19, 37.0, 132.57]",2,543,640,7,bottomCenter,bicycle,vehicle
145,414510,"[147.2, 391.97, 277.35, 91.27]",2,640,480,7,bottomCenter,bicycle,vehicle
146,403565,"[39.1, 318.71, 318.69, 213.48]",2,640,447,4,middleCenter,bicycle,vehicle
147,109055,"[2.06, 2.06, 637.6, 471.76]",2,480,640,4,middleCenter,bicycle,vehicle
148,174482,"[187.74, 5.84, 310.4, 380.49]",2,388,640,4,middleCenter,bicycle,vehicle
149,291634,"[40.0, 311.03, 368.28, 260.69]",2,640,433,7,bottomCenter,bicycle,vehicle
150,203317,"[212.86, 211.05, 257.44, 203.76]",2,423,500,8,bottomRight,bicycle,vehicle
151,266400,"[72.39, 37.53, 33.21, 75.79]",2,396,640,0,topLeft,bicycle,vehicle
152,152771,"[335.54, 282.77, 113.52, 85.02]",2,479,640,7,bottomCenter,bicycle,vehicle
153,261888,"[339.15, 252.42, 189.24, 145.35]",2,426,640,8,bottomRight,bicycle,vehicle
154,395180,"[57.68, 262.87, 45.34, 183.35]",2,481,640,6,bottomLeft,bicycle,vehicle
155,61108,"[117.68, 132.13, 515.09, 346.84]",2,480,640,4,middleCenter,bicycle,vehicle
156,114770,"[148.2, 139.39, 385.67, 195.0]",3,403,640,4,middleCenter,car,vehicle
157,226417,"[154.69, 181.13, 44.17, 38.72]",3,333,500,4,middleCenter,car,vehicle
158,527220,"[3.0, 3.5, 163.0, 154.5]",3,169,500,3,middleLeft,car,vehicle
159,530099,"[113.71, 234.68, 385.48, 134.67]",3,375,500,7,bottomCenter,car,vehicle
160,367680,"[286.51, 167.18, 103.1, 73.42]",3,338,450,5,middleRight,car,vehicle
161,23272,"[0.0, 0.08, 499.46, 370.98]",3,375,500,4,middleCenter,car,vehicle
162,498286,"[429.31, 336.21, 189.31, 83.79]",3,480,640,8,bottomRight,car,vehicle
163,68093,"[332.19, 75.61, 307.81, 110.0]",3,480,640,2,topRight,car,vehicle
164,165681,"[108.56, 119.19, 26.28, 25.21]",3,444,640,0,topLeft,car,vehicle
165,10363,"[90.83, 27.17, 549.17, 333.83]",3,361,640,4,middleCenter,car,vehicle
166,107087,"[0.92, 168.27, 636.37, 254.37]",3,427,640,7,bottomCenter,car,vehicle
167,507975,"[23.62, 199.88, 578.8, 187.92]",3,480,640,4,middleCenter,car,vehicle
168,461751,"[3.84, 31.97, 636.16, 350.35]",3,569,640,4,middleCenter,car,vehicle
169,45596,"[326.5, 297.63, 15.23, 12.48]",3,640,408,5,middleRight,car,vehicle
170,17178,"[433.73, 108.19, 206.27, 318.81]",3,427,640,5,middleRight,car,vehicle
171,260925,"[1.08, 28.65, 638.92, 445.4]",3,480,640,4,middleCenter,car,vehicle
172,181542,"[1.2, 130.33, 121.51, 71.94]",3,600,640,0,topLeft,car,vehicle
173,146667,"[4.84, 46.03, 512.36, 482.07]",4,539,640,4,middleCenter,motorcycle,vehicle
174,461751,"[1.28, 202.03, 638.72, 366.97]",4,569,640,7,bottomCenter,motorcycle,vehicle
175,139099,"[218.84, 250.13, 421.16, 202.87]",4,453,640,8,bottomRight,motorcycle,vehicle
176,179765,"[94.19, 6.59, 510.17, 381.49]",4,480,640,4,middleCenter,motorcycle,vehicle
177,481567,"[210.81, 132.53, 191.8, 324.65]",4,480,640,4,middleCenter,motorcycle,vehicle
178,70774,"[80.22, 154.72, 344.78, 229.21]",4,425,640,4,middleCenter,motorcycle,vehicle
179,472375,"[59.4, 50.77, 501.48, 390.96]",4,612,612,4,middleCenter,motorcycle,vehicle
180,579902,"[189.84, 325.03, 156.77, 257.44]",4,640,556,7,bottomCenter,motorcycle,vehicle
181,292456,"[249.44, 173.6, 143.26, 167.69]",4,375,500,7,bottomCenter,motorcycle,vehicle
182,454978,"[124.6, 212.87, 112.87, 161.62]",4,400,640,6,bottomLeft,motorcycle,vehicle
183,546976,"[24.33, 123.44, 462.25, 247.49]",4,375,500,4,middleCenter,motorcycle,vehicle
184,31817,"[0.0, 147.75, 332.97, 485.76]",4,640,334,4,middleCenter,motorcycle,vehicle
185,394199,"[52.85, 124.04, 320.36, 355.96]",4,480,640,3,middleLeft,motorcycle,vehicle
186,153217,"[40.45, 2.06, 334.55, 416.85]",4,500,375,4,middleCenter,motorcycle,vehicle
187,455624,"[179.28, 139.52, 332.54, 250.61]",4,427,640,4,middleCenter,motorcycle,vehicle
188,259830,"[0.0, 383.5, 120.59, 149.87]",4,640,425,6,bottomLeft,motorcycle,vehicle
189,11149,"[0.0, 68.83, 136.82, 282.1]",4,375,500,3,middleLeft,motorcycle,vehicle
190,102331,"[136.08, 110.46, 226.52, 153.69]",4,357,500,4,middleCenter,motorcycle,vehicle
191,114770,"[119.01, 237.71, 325.46, 157.78]",4,403,640,7,bottomCenter,motorcycle,vehicle
192,345027,"[366.81, 311.35, 85.4, 66.01]",4,403,640,7,bottomCenter,motorcycle,vehicle
193,410878,"[47.23, 34.46, 279.53, 382.66]",4,427,640,3,middleLeft,motorcycle,vehicle
194,52412,"[0.0, 61.18, 297.52, 142.97]",5,426,640,0,topLeft,airplane,vehicle
195,114770,"[300.67, 0.75, 339.33, 175.69]",5,403,640,2,topRight,airplane,vehicle
196,17207,"[40.99, 1.08, 448.72, 372.13]",6,480,640,4,middleCenter,bus,vehicle
197,200839,"[88.45, 168.27, 377.53, 149.93]",6,480,640,4,middleCenter,bus,vehicle
198,329614,"[121.94, 126.45, 90.82, 38.77]",6,208,500,7,bottomCenter,bus,vehicle
199,367680,"[43.95, 125.81, 153.94, 66.93]",6,338,450,3,middleLeft,bus,vehicle
200,350122,"[2.16, 143.73, 325.75, 134.83]",6,480,640,3,middleLeft,bus,vehicle
201,181542,"[1.35, 69.1, 198.2, 115.96]",6,600,640,0,topLeft,bus,vehicle
202,33854,"[480.86, 144.74, 159.14, 98.09]",6,427,640,5,middleRight,bus,vehicle
203,492077,"[0.0, 0.0, 183.8, 250.14]",6,480,640,0,topLeft,bus,vehicle
204,464476,"[155.06, 38.76, 114.6, 113.77]",7,375,500,1,topCenter,train,vehicle
205,492937,"[423.59, 82.52, 165.03, 221.42]",7,612,612,2,topRight,train,vehicle
206,422706,"[164.65, 174.33, 120.77, 141.14]",9,427,640,4,middleCenter,boat,vehicle
207,111086,"[0.0, 1.52, 500.0, 214.1]",9,336,500,1,topCenter,boat,vehicle
208,57672,"[11.28, 190.88, 628.72, 114.49]",9,480,640,4,middleCenter,boat,vehicle
209,400803,"[108.43, 97.87, 256.2, 303.22]",9,427,640,4,middleCenter,boat,vehicle
210,395180,"[407.97, 200.33, 142.85, 14.8]",9,481,640,5,middleRight,boat,vehicle
211,248334,"[193.88, 63.78, 306.12, 223.63]",9,375,500,5,middleRight,boat,vehicle
212,425226,"[73.35, 206.02, 300.58, 372.5]",1,640,480,4,middleCenter,person,person
213,440475,"[491.91, 183.51, 34.85, 73.4]",1,427,640,5,middleRight,person,person
214,555050,"[97.1, 185.73, 28.66, 27.72]",1,322,500,3,middleLeft,person,person
215,458992,"[1.43, 2.39, 456.74, 409.96]",1,640,480,1,topCenter,person,person
216,481567,"[243.23, 92.13, 140.99, 189.41]",1,480,640,4,middleCenter,person,person
217,329614,"[54.5, 146.8, 37.0, 60.0]",1,208,500,6,bottomLeft,person,person
218,9772,"[275.58, 230.99, 57.63, 125.42]",1,640,550,4,middleCenter,person,person
219,102331,"[197.31, 46.83, 79.08, 106.72]",1,357,500,1,topCenter,person,person
220,579902,"[200.03, 232.57, 182.53, 270.8]",1,640,556,4,middleCenter,person,person
221,329219,"[175.2, 1.91, 148.4, 330.31]",1,427,640,4,middleCenter,person,person
222,546976,"[47.19, 94.38, 375.0, 273.04]",1,375,500,4,middleCenter,person,person
223,394199,"[328.65, 35.68, 311.35, 444.32]",1,480,640,5,middleRight,person,person
224,492937,"[355.4, 24.86, 97.43, 316.98]",1,612,612,1,topCenter,person,person
225,464476,"[50.89, 58.0, 66.82, 189.34]",1,375,500,3,middleLeft,person,person
226,289343,"[204.01, 235.08, 60.84, 177.36]",1,640,529,4,middleCenter,person,person
227,579321,"[94.78, 0.95, 240.66, 211.01]",1,498,640,1,topCenter,person,person
228,261888,"[361.58, 143.49, 97.18, 250.13]",1,426,640,4,middleCenter,person,person
229,17899,"[1.44, 11.51, 243.05, 379.68]",1,640,480,0,topLeft,person,person
230,93437,"[78.69, 8.92, 351.27, 346.4]",1,361,640,4,middleCenter,person,person
231,226408,"[12.65, 118.04, 375.2, 283.51]",1,469,640,3,middleLeft,person,person
232,200839,"[2.29, 224.21, 29.01, 58.01]",1,480,640,3,middleLeft,person,person
233,210299,"[126.93, 124.16, 128.28, 201.54]",1,480,640,3,middleLeft,person,person
234,481386,"[96.36, 96.36, 224.36, 486.11]",1,640,427,4,middleCenter,person,person
235,570834,"[184.0, 164.73, 69.74, 185.74]",1,480,640,4,middleCenter,person,person
236,65485,"[7.36, 34.36, 632.64, 329.64]",3,364,640,4,middleCenter,car,vehicle
237,441586,"[276.01, 135.62, 212.98, 268.37]",4,425,640,4,middleCenter,motorcycle,vehicle
238,69213,"[471.24, 101.46, 121.17, 172.15]",4,427,640,5,middleRight,motorcycle,vehicle
239,7386,"[51.12, 12.56, 548.88, 387.44]",4,400,600,4,middleCenter,motorcycle,vehicle
240,445834,"[157.37, 17.27, 397.25, 360.79]",6,427,640,4,middleCenter,bus,vehicle
241,404484,"[176.76, 23.51, 85.4, 83.79]",1,240,320,2,topRight,person,person
242,357737,"[228.13, 109.07, 214.1, 354.01]",4,480,640,4,middleCenter,motorcycle,vehicle
243,86220,"[38.47, 142.05, 476.09, 118.3]",6,428,640,4,middleCenter,bus,vehicle
244,246963,"[437.89, 81.55, 42.38, 44.26]",13,420,640,2,topRight,stop sign,outdoor
245,222094,"[107.87, 81.74, 49.71, 75.0]",13,375,500,0,topLeft,stop sign,outdoor
246,185802,"[228.67, 375.37, 84.86, 181.21]",28,640,480,7,bottomCenter,umbrella,accessory
247,96001,"[0.0, 196.21, 640.0, 182.3]",28,426,640,7,bottomCenter,umbrella,accessory
248,256941,"[21.81, 0.0, 310.19, 106.06]",28,500,332,1,topCenter,umbrella,accessory
249,370486,"[81.79, 53.96, 219.56, 166.45]",28,640,421,1,topCenter,umbrella,accessory
250,488592,"[252.18, 411.34, 57.79, 19.59]",28,640,480,4,middleCenter,umbrella,accessory
251,435880,"[0.0, 416.08, 114.04, 62.45]",63,480,640,6,bottomLeft,couch,furniture
252,221708,"[309.69, 251.33, 50.7, 43.11]",64,640,480,5,middleRight,potted plant,furniture
253,136033,"[367.59, 326.29, 21.85, 44.27]",64,428,640,7,bottomCenter,potted plant,furniture
254,22371,"[166.67, 134.87, 34.85, 111.54]",32,282,425,7,bottomCenter,tie,accessory
255,262895,"[152.81, 302.06, 126.97, 193.26]",32,500,334,7,bottomCenter,tie,accessory
256,297578,"[240.52, 75.61, 28.69, 122.46]",32,281,500,4,middleCenter,tie,accessory
257,170099,"[97.97, 204.01, 90.43, 269.15]",32,478,640,6,bottomLeft,tie,accessory
258,58539,"[305.34, 222.17, 50.36, 198.83]",32,421,640,7,bottomCenter,tie,accessory
259,58705,"[139.83, 315.66, 52.36, 165.8]",32,482,640,6,bottomLeft,tie,accessory
260,243204,"[45.49, 453.06, 70.16, 71.59]",54,640,480,6,bottomLeft,sandwich,food
261,274687,"[0.0, 123.87, 424.99, 294.47]",65,480,640,3,middleLeft,bed,furniture
262,226408,"[0.0, 114.88, 306.69, 347.8]",65,469,640,3,middleLeft,bed,furniture
263,297353,"[44.48, 367.28, 530.95, 216.68]",65,640,640,7,bottomCenter,bed,furniture
264,91615,"[84.04, 43.64, 65.9, 72.59]",72,425,640,0,topLeft,tv,electronic
265,459272,"[313.92, 470.41, 93.04, 57.24]",77,640,480,8,bottomRight,cell phone,electronic
266,423123,"[308.09, 245.34, 34.59, 10.87]",77,426,640,4,middleCenter,cell phone,electronic
267,228214,"[194.72, 330.93, 57.23, 45.57]",77,640,429,4,middleCenter,cell phone,electronic
268,414510,"[146.06, 264.5, 9.37, 10.43]",77,640,480,3,middleLeft,cell phone,electronic
269,323263,"[501.4, 123.84, 8.67, 10.79]",77,447,640,2,topRight,cell phone,electronic
270,395180,"[142.32, 202.8, 9.99, 5.0]",77,481,640,3,middleLeft,cell phone,electronic
271,144333,"[186.23, 195.1, 16.22, 38.49]",77,640,426,4,middleCenter,cell phone,electronic
272,445658,"[0.0, 76.46, 49.05, 337.56]",82,427,640,3,middleLeft,refrigerator,appliance
273,37777,"[301.84, 74.94, 49.62, 151.44]",82,230,352,5,middleRight,refrigerator,appliance
274,221708,"[132.87, 171.98, 107.2, 181.14]",82,640,480,4,middleCenter,refrigerator,appliance
275,240940,"[3.37, 1.12, 87.64, 294.39]",82,500,357,0,topLeft,refrigerator,appliance
276,68833,"[0.0, 104.63, 90.61, 332.22]",82,480,640,3,middleLeft,refrigerator,appliance
277,540502,"[69.24, 111.08, 148.11, 248.12]",82,427,640,3,middleLeft,refrigerator,appliance
278,435880,"[378.3, 139.69, 190.84, 325.88]",82,480,640,5,middleRight,refrigerator,appliance
279,506310,"[236.74, 113.24, 172.1, 228.18]",82,425,640,4,middleCenter,refrigerator,appliance
280,423123,"[317.82, 149.4, 252.73, 271.88]",82,426,640,8,bottomRight,refrigerator,appliance
281,136355,"[580.8, 74.6, 59.2, 346.76]",82,427,640,5,middleRight,refrigerator,appliance
282,292060,"[397.34, 227.84, 30.66, 402.46]",82,640,428,8,bottomRight,refrigerator,appliance
283,7574,"[1.08, 168.54, 102.47, 277.21]",82,480,640,3,middleLeft,refrigerator,appliance
284,222825,"[73.02, 242.11, 83.04, 323.58]",82,640,427,3,middleLeft,refrigerator,appliance
285,429598,"[0.0, 107.57, 191.35, 367.57]",82,480,640,3,middleLeft,refrigerator,appliance
